Restaurant ID,Restaurant name,Subzone,City,Order ID,Order Placed At,Order Status,Delivery,Distance,Items in order,Discount construct,Bill subtotal,Packaging charges,Restaurant discount (Promo),"Restaurant discount (Flat offs, Freebies & others)",Gold discount,Brand pack discount,Total,Rating,Cancellation / Rejection reason,Restaurant compensation (Cancellation),KPT duration (minutes),Rider wait time (minutes),Order Ready Marked,Customer complaint tag,Customer ID
20882713,Swaad,DLF Phase 1,Delhi NCR,6186538695,2024-09-16 12:38:00,Delivered,Zomato Delivery,1.0,"1 x Grilled Chicken Smoky BBQ Tender, 1 x Grilled Chicken Jamaican Tender",,980.0,49.0,0.0,0.0,0.0,0.0,1029.0,5.0,,,16.25,18.5,Incorrectly,,fc7f8a75f13a5428dd5a7abe90814e8f0dc70c746ec03df4b936011d58320e35
20882713,Swaad,DLF Phase 1,Delhi NCR,6163011183,2024-09-11 19:44:00,Delivered,Zomato Delivery,3.0,"1 x Bone in Smoky Bbq Grilled Chicken, 1 x Bone in Angara Grilled Chicken",,620.0,15.5,0.0,310.0,0.0,0.0,325.5,,,,21.7,21.5,Incorrectly,,2f795401f6ff26038049146333b3b18eec9c3875016ecfebd226c8b484548ae1
21077127,Aura Pizzas,Sector 135,Delhi NCR,6193901436,2024-09-20 21:57:00,Delivered,Zomato Delivery,1.0,"1 x Cheesy Garlic Bread, 1 x Chicken Pepperoni Pizza",60% off upto Rs.120,838.0,36.95,99.0,0.0,0.0,0.0,775.95,,,,12.13,10.3,Incorrectly,,b8f2956099d2e63f4fe0d17da0cdd69715cff7da513d4d93cbc1d8c8aac62fea
21077127,Aura Pizzas,Sector 135,Delhi NCR,6191209042,2024-09-19 19:01:00,Delivered,Zomato Delivery,6.0,"2 x Fried Chicken Strips, 2 x Cheesy Garlic Bread, 2 x Margherita Pizza",Buy 1 Get 1 - ₹1136.00,1136.0,56.8,0.0,0.0,0.0,0.0,1192.8,,,,15.6,10.8,Incorrectly,,69f1f9602be7eed481adf714b7301c985067762db6eb0f6ff799c0f98a674555
21077127,Aura Pizzas,Sector 135,Delhi NCR,6181254214,2024-09-19 12:20:00,Delivered,Zomato Delivery,5.0,"1 x Bageecha Pizza, 1 x Jamaican Chicken Melt",Buy 1 Get 1 - ₹599.00,618.0,30.9,0.0,0.0,0.0,0.0,648.9,1.0,,,32.48,19.5,Incorrectly,,4704ef7e41e76afa0bf3869e4f0681d718b3d8770c8be5e7a97d059cd86a6a9d
21077127,Aura Pizzas,Sector 135,Delhi NCR,6190844289,2024-09-18 16:46:00,Delivered,Zomato Delivery,2.0,"1 x All About Chicken Pizza, 1 x Chilli Cheese Garlic Bread",Flat Rs.120 off,918.0,40.92,99.6,0.0,0.0,0.0,859.32,3.0,,,20.57,23.2,Incorrectly,,80226baa90e6c5deb3c1310583199f6a007d5137068eddad7cb506b9d37df6f8
21077127,Aura Pizzas,Sector 135,Delhi NCR,6182883586,2024-09-17 15:27:00,Delivered,Zomato Delivery,1.0,"1 x Bageecha Pizza, 1 x Chilli Cheese Garlic Bread",60% off upto Rs.120,858.0,37.95,99.0,0.0,0.0,0.0,796.95,,,,16.97,28.7,Incorrectly,,bcfe272833688c84517e24d4ae724ceb80c098ea076cfd8e768f65dc1dd8a1cb
21077127,Aura Pizzas,Sector 135,Delhi NCR,6173375634,2024-09-14 16:01:00,Delivered,Zomato Delivery,1.0,"2 x Chilli Cheese Garlic Bread, 2 x Angara Paneer Melt",Buy 1 Get 1 - ₹708.00,708.0,35.4,0.0,0.0,0.0,0.0,743.4,,,,17.48,11.0,Incorrectly,,1ccbc94131747dfc19fc4a40af9cf36620102db608d7912a636d51e0867ae9fe
21077127,Aura Pizzas,Sector 135,Delhi NCR,6169263339,2024-09-14 13:20:00,Delivered,Zomato Delivery,3.0,"1 x Chilli Cheese Garlic Bread, 1 x Masala Paneer Pide",Buy 1 Get 1 - ₹259.00,319.0,15.95,0.0,0.0,0.0,0.0,334.95,,,,14.85,18.2,Incorrectly,,c0315098d272ffc54c87644bead9d4bcbb63801f3163d197b7d6c23d8a5cce0b
21077127,Aura Pizzas,Sector 135,Delhi NCR,6170520208,2024-09-11 15:55:00,Delivered,Zomato Delivery,2.0,"1 x Chicken Pepperoni Pizza, 1 x Murgh Amritsari Seekh Pizza",,1618.0,80.9,0.0,0.0,0.0,0.0,1698.9,,,,17.28,16.0,Incorrectly,,17dcf47b0f63427fc263a135d8e6803f86b8c9321df1847ec421a6b1dd9ba4d5
21077127,Aura Pizzas,Sector 135,Delhi NCR,6164509570,2024-09-11 11:23:00,Delivered,Zomato Delivery,2.0,"1 x Murgh Amritsari Seekh Pide, 1 x Herbed Potato",,616.0,30.8,0.0,0.0,0.0,0.0,646.8,,,,17.73,12.2,Incorrectly,,13e5538ea37a41f686bb35c945b7c1a9ea41dfab74bff73bc2eef85ba6154abc
20320607,Swaad,Sector 4,Delhi NCR,6220439350,2024-09-29 22:23:00,Delivered,Zomato Delivery,4.0,"1 x Fried Chicken Angara Tender, 1 x Bone in Jamaican Grilled Chicken",Flat Rs.200 off,910.0,41.0,90.0,0.0,0.0,0.0,861.0,,,,15.88,10.3,Incorrectly,,db438808451beabf6462d6ed8cdbe0d9e054957332217d8a718f60a5ecaec64d
20320607,Swaad,Sector 4,Delhi NCR,6217876955,2024-09-29 02:37:00,Delivered,Zomato Delivery,4.0,1 x Fried Chicken Peri Peri Tender,40% off upto Rs.80,385.0,15.25,80.0,0.0,0.0,0.0,320.25,,,,9.27,10.3,Incorrectly,,693e71ee644f2badf452477f2be8483e5211592ae22cd49bf81a164b125af2b0
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6213127073,2024-09-27 15:50:00,Delivered,Zomato Delivery,1.0,1 x Peri Peri Fries,50% off upto Rs.100,189.0,4.73,94.5,0.0,0.0,0.0,99.23,,,,10.67,11.0,Incorrectly,,f506d5458d6bcfb3ee8b03ff1476166b67963101ab543f0ea32b1de247cdb3f1
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6208722695,2024-09-25 15:11:00,Delivered,Zomato Delivery,5.0,2 x Angara Sauce,,120.0,3.0,0.0,60.0,0.0,0.0,63.0,,,,2.13,15.1,Incorrectly,,e9178e5065b1520edfd697b2cfada03f364ced52801ed500d06c55fc412a02d9
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6196330818,2024-09-21 19:43:00,Delivered,Zomato Delivery,3.0,"1 x Bone in Jamaican Grilled Chicken, 1 x Bone in Peri Peri Grilled Chicken, 1 x Garlic Aioli, 1 x Peri Peri Sauce",,740.0,18.5,0.0,370.0,0.0,0.0,388.5,,,,15.17,14.3,Incorrectly,,c08adff4dbed4ca53634c577748d5cf2ea051a3498168f2c3d51303c1802d92b
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6195232243,2024-09-21 15:53:00,Delivered,Zomato Delivery,1.0,2 x Animal Fries,,710.0,17.75,0.0,355.0,0.0,0.0,372.75,,,,17.78,11.3,Incorrectly,,37a046e7b4e1b8b19bb103ac7e8a9cc24c441bcbd657c21e704db42a3bea2de4
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6214979255,2024-09-29 21:57:00,Delivered,Zomato Delivery,1.0,1 x All About Chicken Pizza,Flat Rs.200 off,659.0,27.35,112.0,0.0,0.0,0.0,574.35,,,,12.2,15.5,Incorrectly,,41a971348ddf3880e1d9aff86e521ed6fb5aaeafda5ac18ac71306c547dff6c5
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6195246520,2024-09-21 18:32:00,Delivered,Zomato Delivery,2.0,"1 x Murgh Amritsari Seekh Pizza, 1 x Mutton Seekh Pide, 1 x Chilli Cheese Garlic Bread",Flat Rs.200 off,1586.0,69.3,200.0,0.0,0.0,0.0,1455.3,5.0,,,22.38,12.2,Incorrectly,,ab6ab58469aa3fdaa56cf8fd9063aad9d5a4fc8ab43d8c330b7c93f8be8037c0
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6196481605,2024-09-21 15:09:00,Delivered,Zomato Delivery,4.0,1 x Murgh Amritsari Garlic Bread,60% off upto Rs.120,289.0,9.5,99.0,0.0,0.0,0.0,199.5,,,,15.1,11.9,Incorrectly,,f21c5ba1dfd0f6e9d6f0af8ea13a20ad458494738306b60c21febf9b32887c4f
20659868,Aura Pizzas,Sector 4,Delhi NCR,6221603078,2024-09-30 13:16:00,Delivered,Zomato Delivery,1.0,"1 x Jamaican Chicken Melt, 1 x All About Chicken Pizza, 1 x Margherita Pizza, 1 x Peri Peri Paneer Pizza",Flat 15% off,2756.0,117.13,413.4,0.0,0.0,0.0,2459.73,5.0,,,28.68,17.9,Incorrectly,,7d81384c49662b39adf6db6307a5006f5a665ae71469beb8a723c4f0956cff08
20659868,Aura Pizzas,Sector 4,Delhi NCR,6222281319,2024-09-28 22:37:00,Delivered,Zomato Delivery,7.0,"2 x OG Cheese Pide, 1 x Chilli Cheese Garlic Bread, 1 x Tripple Cheese Pizza",Flat Rs.125 off,1844.0,87.55,93.0,0.0,0.0,0.0,1838.55,,,,16.47,11.6,Incorrectly,,590f10f4d1c9f20b9e30434490e966b59d8c7375458b3928756b7fb3fc4cdf9d
20659868,Aura Pizzas,Sector 4,Delhi NCR,6219663709,2024-09-28 21:25:00,Delivered,Zomato Delivery,6.0,"1 x Garlic Aioli, 1 x Cheesy Garlic Bread, 1 x All About Chicken Pizza",Flat Rs.200 off,958.0,37.9,200.0,0.0,0.0,0.0,795.9,,,,31.18,13.8,Incorrectly,,8e3249f5aff457de7068cd9474d669dda463bf22eb784f2df997214bcf514a1d
20659868,Aura Pizzas,Sector 4,Delhi NCR,6219868928,2024-09-28 12:57:00,Delivered,Zomato Delivery,2.0,1 x Murgh Amritsari Seekh Pizza,Flat Rs.125 off,629.0,26.8,93.0,0.0,0.0,0.0,562.8,,,,15.33,13.4,Incorrectly,,0fdc2d4d7f30eef83aed0bf46f4999732c49942957de3a408f7c18f6cc8a5ea6
20659868,Aura Pizzas,Sector 4,Delhi NCR,6211795755,2024-09-25 17:40:00,Delivered,Zomato Delivery,2.0,"1 x Fried Chicken Strips, 1 x All About Chicken Pizza, 1 x Bageecha Pizza",Flat 15% off,1507.0,64.05,226.05,0.0,0.0,0.0,1345.0,,,,18.63,17.3,Incorrectly,,dd7be616637451cef48c4a9b6d47b1e8b7b67e43b4eba8f632ce9d24c5fa5fae
20659868,Aura Pizzas,Sector 4,Delhi NCR,6209227997,2024-09-24 11:24:00,Delivered,Zomato Delivery,4.0,"1 x Peri Peri Grilled Chicken Pizza, 1 x Just Pepperoni Pizza, 2 x Peri Peri Crisper Fries, 1 x Bageecha Pizza, 1 x Margherita Pizza",Buy 1 Get 1 - ₹1288.00,2056.0,102.8,0.0,0.0,0.0,0.0,2158.8,,,,20.75,18.7,Incorrectly,,67632a6202b539558941a5127819d13e13e3f5eb8786dfe175368f3a2f6c446c
20659868,Aura Pizzas,Sector 4,Delhi NCR,6205158929,2024-09-22 20:06:00,Delivered,Zomato Delivery,5.0,"1 x Murgh Amritsari Seekh Pizza, 1 x Cheesy Garlic Bread",,1048.0,52.4,0.0,0.0,0.0,0.0,1100.4,,,,19.13,13.2,Incorrectly,,95742ca33b9f51970b3957c2ebbda71658afc35a4bf23f796ec5701fe11c304b
20659868,Aura Pizzas,Sector 4,Delhi NCR,6199717610,2024-09-21 20:52:00,Delivered,Zomato Delivery,4.0,"1 x Peri Peri Paneer Pizza, 2 x Cheesy Garlic Bread, 1 x Angara Paneer Melt",Flat Rs.125 off,1696.0,80.15,93.0,0.0,0.0,0.0,1683.15,,,,17.78,10.6,Incorrectly,,95a90f7c163e0cfdbe1b3084fa9827ccad282708797266e1ff23cc0e76e1c627
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6227738782,2024-09-30 19:26:00,Delivered,Zomato Delivery,7.0,1 x Murgh Amritsari Garlic Bread,,289.0,14.45,0.0,0.0,0.0,0.0,303.45,,,,22.63,16.6,Incorrectly,,7ad3da64fd83285c88a8d76be5a0223f66bba2f2ae521c00db879e1feaf7fb75
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6210736682,2024-09-28 22:04:00,Delivered,Zomato Delivery,8.0,"1 x Murgh Amritsari Seekh Melt, 1 x Jamaican Chicken Melt",Flat Rs.200 off,958.0,37.9,200.0,0.0,0.0,0.0,795.9,,,,30.97,21.3,Incorrectly,,cb8187189f64582890bd1d061c32be9902ef09484c6afd9eef65b2c8b3f2a9fd
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6219436759,2024-09-28 00:35:00,Delivered,Zomato Delivery,4.0,1 x Bageecha Pizza,60% off upto Rs.120,599.0,25.0,99.0,0.0,0.0,0.0,525.0,5.0,,,23.37,22.6,Incorrectly,,674878a422809618b007dd09ecfafee7e3206bd86f1c99a8b28741ea272d509d
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6207565181,2024-09-26 21:55:00,Delivered,Zomato Delivery,7.0,"1 x Bageecha Pizza, 1 x Murgh Amritsari Seekh Pizza, 1 x Peri Peri Grilled Chicken Pizza",,1847.0,92.35,0.0,0.0,0.0,0.0,1939.35,,,,27.49,18.5,Incorrectly,,a0905756f5c2ff4ec8c81a61b86cb1f81e6a54e91df5aeab929e7f9ea1b8ecd9
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6198534480,2024-09-26 19:39:00,Delivered,Zomato Delivery,7.0,1 x Chilli Cheese Garlic Bread,50% off upto Rs.100,259.0,7.95,100.0,0.0,0.0,0.0,166.95,,,,17.54,12.3,Incorrectly,,19394aecae706287516e8c8e328f0d3c1a030ef6d2800ce70fa17f46db034921
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6209356869,2024-09-26 13:45:00,Delivered,Zomato Delivery,3.0,"1 x Cheesy Garlic Bread, 1 x Bellpepper Onion Pizza",Flat Rs.200 off,1087.0,44.35,200.0,0.0,0.0,0.0,931.35,,,,24.93,18.7,Incorrectly,,790be6d9fd96061c92901a033fa5f27b343482c648aed271501655c18dc68fe8
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6210752572,2024-09-26 01:38:00,Delivered,Zomato Delivery,6.0,1 x Makhani Paneer Pizza,60% off upto Rs.120,579.0,24.0,99.0,0.0,0.0,0.0,504.0,,,,20.03,13.3,Incorrectly,,8c1f9e331ea21d161d233d91d1baa3d1178bf884bfaa9e0e96884df03dbd6126
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6209245242,2024-09-25 18:49:00,Delivered,Zomato Delivery,2.0,1 x Mutton Seekh Pide,60% off upto Rs.120,399.0,15.0,99.0,0.0,0.0,0.0,315.0,,,,14.27,13.6,Incorrectly,,726df5130eac86ac382930db6aee047233bfda5139384a763695053e3aa41dd5
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6212044338,2024-09-25 16:44:00,Delivered,Zomato Delivery,9.0,"1 x All About Chicken Pizza, 1 x Margherita Pizza, 1 x Jamaican Chicken Melt",Flat Rs.200 off,1597.0,69.85,200.0,0.0,0.0,0.0,1466.85,5.0,,,31.67,19.9,Incorrectly,,6e30f5a85eae9be5050ca00a8faf3e558333a031f6c6f45b476f900ff3f44dfc
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6211419415,2024-09-25 13:59:00,Delivered,Zomato Delivery,4.0,1 x Makhani Paneer Pizza,60% off upto Rs.120,579.0,24.0,99.0,0.0,0.0,0.0,504.0,,,,22.34,11.6,Incorrectly,,555a60f4d62966256ac1fb863e8fb840dfe347780bcd8e0f63c298a6bdf6b540
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6190783473,2024-09-24 21:35:00,Delivered,Zomato Delivery,3.0,2 x Malai Gud Pide,Buy 1 Get 1 - ₹259.00,259.0,12.95,0.0,0.0,0.0,0.0,271.95,5.0,,,33.36,23.5,Incorrectly,,607595330c21046bc576a8aae695760ee020351ed17c0bf64d18cdae43f96e25
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6210984555,2024-09-24 21:21:00,Delivered,Zomato Delivery,5.0,2 x Masala Paneer Pide,Buy 1 Get 1 - ₹319.00,319.0,15.95,0.0,0.0,0.0,0.0,334.95,,,,25.91,11.0,Incorrectly,,b174cb09a3881bbf99e7a98389f077bd0a2227c900efacd672570b3e947aecc2
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6208663290,2024-09-24 18:42:00,Delivered,Zomato Delivery,7.0,2 x All About Chicken Pizza,Buy 1 Get 1 - ₹659.00,659.0,32.95,0.0,0.0,0.0,0.0,691.95,,,,19.21,10.7,Incorrectly,,ec0bb8da80c4a910c40dcf0d907924011c14f9e17282606bcccc6ec5fe11127c
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6197899149,2024-09-24 01:28:00,Delivered,Zomato Delivery,4.0,1 x Margherita Pizza,60% off upto Rs.120,649.0,27.5,99.0,0.0,0.0,0.0,577.5,,,,17.62,10.4,Incorrectly,,533dff9fefdd96660ccd5b15db7b6985d96d4e1d52138340036642487341a549
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6203711326,2024-09-22 14:32:00,Delivered,Zomato Delivery,4.0,1 x Murgh Amritsari Garlic Bread,60% off upto Rs.120,289.0,9.5,99.0,0.0,0.0,0.0,199.5,,,,17.85,10.6,Incorrectly,,762c7da5dbf42873f645fe37ad7d575bc50837bbd895d53327f2067b82ea3489
20882713,Swaad,DLF Phase 1,Delhi NCR,6198356936,2024-09-27 18:53:00,Delivered,Zomato Delivery,8.0,"1 x Animal Fries, 1 x Fried Chicken Peri Peri Tender",50% off upto Rs.100,680.0,29.0,100.0,0.0,0.0,0.0,609.0,,,,17.5,13.0,Incorrectly,,d73db4b483a5d1f7f098dd866b01aa15df58a3cb995cb81226cb7840267046b4
20882713,Swaad,DLF Phase 1,Delhi NCR,6209658061,2024-09-24 21:08:00,Delivered,Zomato Delivery,2.0,1 x Fried Chicken Peri Peri Tenders + Peri Peri Fries,50% off upto Rs.100,465.0,18.25,100.0,0.0,0.0,0.0,383.25,,,,24.66,17.6,Incorrectly,,db68d73a6dd1d0a40d6678d5771a4b6b10a9e8a8bbefcc5cfae438c1f68b6a24
20882713,Swaad,DLF Phase 1,Delhi NCR,6201488917,2024-09-21 20:39:00,Delivered,Zomato Delivery,2.0,"1 x Bone in Angara Grilled Chicken, 1 x Bone in Kabuli Grilled Chicken, 1 x AAC Signature Fries, 1 x AAC Signature Crisper Fries",,1778.0,44.7,0.0,884.0,0.0,0.0,938.7,,,,32.31,10.7,Incorrectly,,a2c64fcbd339729a478f0d5eab6bb04a04360988d216596ff753abbecde1c042
21077127,Aura Pizzas,Sector 135,Delhi NCR,6223097504,2024-09-29 17:05:00,Delivered,Zomato Delivery,7.0,1 x Peri Peri Paneer Pizza,60% off upto Rs.120,769.0,33.5,99.0,0.0,0.0,0.0,703.5,,,,16.48,16.6,Incorrectly,,2da5199d90ccb7a91f8e9ea5263a6a8fdabbe32611ea8bd093f921aaf063fb59
21077127,Aura Pizzas,Sector 135,Delhi NCR,6209909553,2024-09-25 21:43:00,Delivered,Zomato Delivery,3.0,1 x Jamaican Chicken Melt,60% off upto Rs.120,479.0,19.0,99.0,0.0,0.0,0.0,399.0,,,,12.03,12.0,Incorrectly,,870aed6af91c3a1baa9f738665128bedcb3892a8e74a46323abd778db39ce152
21077127,Aura Pizzas,Sector 135,Delhi NCR,6208199896,2024-09-24 19:31:00,Delivered,Zomato Delivery,3.0,"1 x Chilli Cheese Garlic Bread, 1 x Masala Paneer Pide",Buy 1 Get 1 - ₹259.00,319.0,15.95,0.0,0.0,0.0,0.0,334.95,,,,14.65,10.4,Incorrectly,,c0315098d272ffc54c87644bead9d4bcbb63801f3163d197b7d6c23d8a5cce0b
21077127,Aura Pizzas,Sector 135,Delhi NCR,6207255839,2024-09-23 20:33:00,Delivered,Zomato Delivery,1.0,1 x Jamaican Chicken Melt,60% off upto Rs.120,479.0,19.0,99.0,0.0,0.0,0.0,399.0,,,,16.48,15.4,Incorrectly,,5b84ffab631b9a1765ff07775e9309fb7bd876e45da14ebe591588aea55eb2c9
21173951,Aura Pizzas,Vasant Kunj,Delhi NCR,6210380248,2024-09-24 20:07:00,Delivered,Zomato Delivery,1.0,"2 x Cheesy Garlic Bread, 1 x Bageecha Pizza, 1 x Tripple Cheese Pizza",Buy 1 Get 1 - ₹788.00,838.0,41.9,0.0,0.0,0.0,0.0,879.9,,,,29.8,19.1,Incorrectly,,44cacdf5a931e44487d67534667483f875130e90e15258fd6484e28ccdf400fd
21309083,Swaad,Sector 135,Delhi NCR,6206759263,2024-09-24 18:58:00,Delivered,Zomato Delivery,1.0,1 x Grilled Chicken Peri Peri Tender,,310.0,15.5,0.0,0.0,0.0,0.0,325.5,4.0,,,12.78,11.5,Incorrectly,,28957e7f9ca4177064f21113d36b66cae27b1dd5f7c5608480079fcfd3d1846f
20320607,Swaad,Sector 4,Delhi NCR,6246189759,2024-10-08 15:30:00,Delivered,Zomato Delivery,2.0,1 x Grilled Chicken Jamaican Tender,50% off upto Rs.100,310.0,10.5,100.0,0.0,0.0,0.0,220.5,,,,12.42,13.6,Incorrectly,,7e9103956f59d7c5338fb82ac1b4e1c7565f576475923548aaf8a00522d00868
20320607,Swaad,Sector 4,Delhi NCR,6236608269,2024-10-05 11:14:00,Delivered,Zomato Delivery,11.0,"2 x Bone in Smoky Bbq Grilled Chicken, 1 x Salted Fries",Flat Rs.200 off,1779.0,84.45,90.0,0.0,0.0,0.0,1773.45,,,,22.65,10.9,Incorrectly,,98eda32083d81a603dfeb89959da4d0d7786f21f62d282e5bd2b32767b56a47b
20320607,Swaad,Sector 4,Delhi NCR,6238902950,2024-10-04 19:11:00,Delivered,Zomato Delivery,6.0,1 x Fried Chicken Angara Tender,,325.0,16.25,0.0,0.0,0.0,0.0,341.25,,,,13.43,11.8,Incorrectly,,a0ae975c126b5c7f1661fbbb190a4273f6ec9acfb83d5358b4446c184daa5342
20320607,Swaad,Sector 4,Delhi NCR,6229235113,2024-10-01 02:59:00,Delivered,Zomato Delivery,2.0,1 x Fried Chicken Classic Tender,40% off upto Rs.80,574.0,24.7,80.0,0.0,0.0,0.0,518.7,,,,7.02,11.6,Incorrectly,,35ca73b33eac222895ee2aa7520ce0b5b506e1e173953f5e892112f87a8815fc
20554001,Swaad,Greater Kailash 2 (GK2),Delhi NCR,6224661635,2024-10-02 17:30:00,Delivered,Zomato Delivery,2.0,"1 x Peri Peri Crisper Fries, 1 x Grilled Chicken Jamaican Tangdi",40% off upto Rs.80,604.0,26.2,80.0,0.0,0.0,0.0,550.2,,,,17.62,12.8,Incorrectly,,c37634bf8c37850700836f7a04e5679e24c96c47451590227e1f99a59d32bce8
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6236721530,2024-10-05 21:19:00,Delivered,Zomato Delivery,3.0,"1 x Chicken Pepperoni Pizza, 1 x Makhani Paneer Pizza",Buy 1 Get 1 - ₹579.00,599.0,29.95,0.0,0.0,0.0,0.0,628.95,5.0,,,53.6,33.7,Incorrectly,,f13ab9d619c094d2f1720c7d15708a0c3c3712f72cb93817d5b9cb8bb4b88e55
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6233642227,2024-10-03 03:33:00,Delivered,Zomato Delivery,1.0,"1 x Onion Rings, 1 x Indian Pico De-Gallo, 1 x Jamaican Chicken Melt",Flat Rs.150 off,768.0,32.8,112.0,0.0,0.0,0.0,688.8,,,,17.82,19.9,Incorrectly,,f49f1376ad3de94699bcaa709e27018f0a469ce84536c9e77ca0274748def055
20635699,Aura Pizzas,Greater Kailash 2 (GK2),Delhi NCR,6229793986,2024-10-02 20:00:00,Delivered,Zomato Delivery,3.0,"1 x Chilli Cheese Garlic Bread, 1 x Margherita Pizza",60% off upto Rs.120,718.0,30.95,99.0,0.0,0.0,0.0,649.95,,,,15.85,21.1,Incorrectly,,f9cbaffb8fb71967171555d154e58e919d1014181b10fb6987af81b5e4fd4964
20659868,Aura Pizzas,Sector 4,Delhi NCR,6252505738,2024-10-09 16:27:00,Delivered,Zomato Delivery,6.0,1 x Makhani Paneer Pizza,50% off upto Rs.100,579.0,23.95,100.0,0.0,0.0,0.0,502.95,,,,15.18,17.8,Incorrectly,,f31470e6b82f9f96b825d13505e4630e05afcbcb44405ebbe8f29c41720c864e
20659868,Aura Pizzas,Sector 4,Delhi NCR,6247209148,2024-10-07 13:22:00,Delivered,Zomato Delivery,1.0,"1 x Chilli Cheese Garlic Bread, 1 x Bageecha Pizza, 1 x Makhani Paneer Pizza",Flat Rs.125 off,1437.0,67.2,93.0,0.0,0.0,0.0,1411.2,,,,1.13,16.4,Incorrectly,,9c2be9cfe9c6eb61ba2e61c30b37cf42374b9ddf7396793a566e216146a42935
20659868,Aura Pizzas,Sector 4,Delhi NCR,6240986473,2024-10-06 14:01:00,Delivered,Zomato Delivery,3.0,"1 x Bacon Pepperoni Melt, 1 x Murgh Amritsari Seekh Melt",Buy 1 Get 1 - ₹599.00,617.0,30.85,0.0,0.0,0.0,0.0,647.85,,,,19.75,18.7,Incorrectly,,82d3cb683b771cc1c87d2da3c6629aff1a3b89e30afe9f783f21e82b283c6511
20659868,Aura Pizzas,Sector 4,Delhi NCR,6242624930,2024-10-05 23:50:00,Delivered,Zomato Delivery,8.0,"1 x Makhani Paneer Pizza, 1 x Murgh Amritsari Seekh Pizza",Buy 1 Get 1 - ₹579.00,629.0,31.45,0.0,0.0,0.0,0.0,660.45,,,,12.27,10.2,Incorrectly,,ce165c5e527ef4ea8aedb3d59559d00be882ac45f7512f227c2609e99af30715
20659868,Aura Pizzas,Sector 4,Delhi NCR,6226727446,2024-10-02 12:40:00,Delivered,Zomato Delivery,6.0,1 x Murgh Amritsari Seekh Melt,50% off upto Rs.100,479.0,18.95,100.0,0.0,0.0,0.0,397.95,,,,13.77,17.3,Incorrectly,,6c24d2044b9eb120a8ad72e45545bc27569094def10dcf1b71d20b7ba75daefa
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6238013236,2024-10-09 20:08:00,Delivered,Zomato Delivery,5.0,"1 x Peri Peri Paneer Pizza, 1 x Mushroom Mozzarella Melt",Buy 1 Get 1 - ₹449.00,579.0,28.95,0.0,0.0,0.0,0.0,607.95,,,,23.66,12.8,Incorrectly,,9433e7749d087001af5225f0b50fa88cf111705ca2abfdc5600b60d2bb90f45c
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6242973043,2024-10-05 21:26:00,Delivered,Zomato Delivery,4.0,2 x All About Chicken Pizza,Buy 1 Get 1 - ₹659.00,659.0,32.95,0.0,0.0,0.0,0.0,691.95,,,,36.65,11.1,Incorrectly,,279b37c06fd5ce45679634af336cf84b0485e386a68112959291f59bb5432b21
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6237406430,2024-10-03 20:53:00,Delivered,Zomato Delivery,5.0,"1 x Bageecha Pizza, 1 x Chilli Cheese Garlic Bread",,858.0,42.9,0.0,0.0,0.0,0.0,900.9,,,,18.61,13.0,Incorrectly,,cbc00552127122263b8d9e053714bf9ca1ad65dbaf81065c2dd6b2368694b60e
20882652,Aura Pizzas,DLF Phase 1,Delhi NCR,6210568462,2024-10-03 16:29:00,Delivered,Zomato Delivery,8.0,1 x Makhani Paneer Pizza,60% off upto Rs.120,579.0,24.0,99.0,0.0,0.0,0.0,504.0,,,,19.1,14.5,Incorrectly,,c0d36aab3d23d0288c77cd39788ff3c74542c58ade6d80fbd0540e16ef6b2d6a
